STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3095.36,1027.90,657.22,478.49,933.09,1858.73,1238.88,357.32,274.60,280.96,208.10,168.16,146.25,146.55,185.69,268.15,324.07,340.86,394.65
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3373.14,1250.77,742.63,398.18,979.99,2218.38,1155.66,451.71,364.37,345.81,229.64,167.19,113.86,117.74,166.59,250.05,340.24,389.70,436.25
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1945.37,862.72,442.91,193.26,536.78,1475.99,560.41,313.51,267.77,229.78,141.76,83.90,63.68,57.14,75.98,111.99,186.26,248.87,299.21
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2147.62,895.27,446.56,207.59,602.43,1505.90,644.75,309.01,267.91,225.33,136.92,84.31,60.88,58.54,88.17,134.68,218.17,249.57,314.12
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2329.00,858.48,516.45,292.43,662.04,1517.96,809.75,310.41,257.12,234.73,164.53,117.18,85.24,83.05,124.14,170.66,229.48,261.89,290.56
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1270.55,527.92,275.67,139.47,327.99,891.82,379.90,195.73,169.27,140.43,82.74,52.50,38.80,42.63,58.05,79.69,108.24,140.06,162.43
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3165.14,908.63,751.87,570.20,936.49,1757.57,1411.29,317.18,263.58,287.83,246.44,217.60,173.60,187.15,218.13,293.73,329.76,313.00,325.82
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1855.59,808.95,410.37,172.87,467.20,1354.86,505.37,289.93,253.34,210.47,123.41,76.48,52.43,50.65,69.79,99.39,156.63,211.18,261.88
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1625.60,680.59,359.42,163.28,420.72,1166.15,457.03,246.00,208.54,182.37,111.00,66.05,51.89,48.83,65.86,90.53,144.39,193.02,227.64
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2114.74,903.03,480.76,208.55,521.42,1537.85,576.50,314.11,280.80,239.20,150.38,91.18,65.91,61.70,80.93,106.33,170.44,244.64,309.10
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3352.92,929.95,830.37,649.12,940.91,1863.83,1484.57,324.29,264.49,308.75,279.63,241.99,197.81,211.02,240.30,267.90,325.56,347.45,343.73
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2870.83,819.10,658.94,509.83,879.00,1590.94,1273.55,298.46,225.93,261.97,215.34,181.63,144.43,161.17,204.22,274.62,307.48,296.91,298.66
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1449.26,441.16,333.39,235.76,461.23,857.12,593.92,188.82,158.80,154.22,117.98,81.10,68.03,70.98,96.75,121.72,163.44,176.07,175.60
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2336.64,703.41,565.27,396.21,669.94,1376.29,956.34,240.66,219.64,242.50,186.96,135.81,118.41,124.72,153.08,189.11,235.21,245.61,244.92
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1532.05,714.52,339.40,116.51,364.49,1157.98,378.11,267.66,215.52,176.71,100.80,61.89,34.60,33.62,51.70,76.22,123.50,173.46,251.83
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1695.47,637.82,364.19,212.73,481.91,1112.30,583.44,230.98,185.67,162.49,120.47,81.23,62.06,60.94,92.83,123.75,165.73,192.43,219.98
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp45,HadGEM2-CC,2020-2039,758.17,303.99,148.32,94.39,210.70,507.34,249.96,115.84,98.64,73.55,45.79,28.97,23.63,29.75,41.01,55.16,71.43,93.45,106.32
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1917.18,668.11,417.15,293.60,539.79,1188.34,728.93,240.34,190.04,176.00,141.59,99.56,85.94,84.47,123.19,146.02,189.75,204.01,236.27
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp45,HadGEM2-CC,2020-2039,4102.03,1109.18,985.15,781.15,1226.92,2206.07,1898.58,389.97,317.07,373.57,321.10,290.48,228.94,252.12,300.09,396.52,430.43,399.97,401.76
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3327.57,1291.77,722.13,400.59,912.74,2209.10,1118.68,457.40,364.95,334.24,236.33,151.57,110.90,118.30,180.41,256.46,310.07,346.21,469.76
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1422.63,624.61,313.03,108.36,344.00,1020.25,348.59,240.63,204.97,163.27,91.88,57.88,32.47,32.37,43.51,70.57,117.99,161.65,224.30
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2607.77,712.39,616.36,512.99,767.25,1431.92,1177.69,254.78,209.29,234.49,213.97,167.90,157.71,166.11,189.17,228.82,267.98,270.46,257.56
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1821.25,839.57,410.75,140.43,433.31,1379.63,444.98,304.04,249.34,209.94,122.43,78.38,42.78,38.71,58.93,83.60,142.57,207.14,283.37
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp45,HadGEM2-CC,2020-2039,2468.98,486.27,529.22,636.88,817.06,1098.28,1372.22,175.66,130.84,155.83,187.36,186.02,191.30,207.96,237.62,261.31,288.01,267.74,202.54
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1831.54,628.33,383.46,287.36,534.29,1112.29,721.28,231.44,186.92,156.17,131.49,95.79,86.36,82.74,118.25,148.17,189.96,196.16,217.42
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3086.96,985.71,659.33,454.72,979.88,1835.25,1243.64,340.69,259.61,278.64,214.67,166.01,120.84,144.30,189.59,278.92,357.92,375.77,392.72
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp45,HadGEM2-CC,2020-2039,3283.93,1306.70,703.25,361.84,912.81,2243.12,1039.13,458.28,412.92,344.12,221.46,137.67,99.08,110.26,157.45,230.65,308.96,373.19,434.83
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp45,HadGEM2-CC,2020-2039,1414.74,533.31,303.40,165.30,375.57,907.41,451.23,210.42,174.22,147.37,90.22,65.80,48.40,51.88,68.63,92.09,128.04,155.45,185.83
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1540.50,633.26,325.94,167.08,416.19,1072.72,470.22,227.74,194.64,162.47,95.14,68.32,50.45,49.75,66.88,95.54,139.28,181.38,208.90
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1514.22,589.81,346.40,202.67,373.49,1014.17,498.07,216.03,187.64,158.67,117.75,77.92,59.68,63.96,79.03,92.17,125.31,156.01,197.36
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3383.17,1216.44,745.97,423.49,990.78,2169.79,1202.18,443.00,351.46,340.27,241.59,164.11,113.63,135.49,174.37,262.57,352.02,376.19,428.48
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1415.45,608.83,319.09,121.59,367.00,1018.70,398.43,228.61,172.94,159.58,95.17,64.34,39.16,37.93,61.02,86.57,125.93,154.51,206.21
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3268.46,1258.40,778.08,386.20,917.80,2170.07,1107.80,482.39,381.72,359.20,267.22,165.02,107.49,125.98,159.03,246.06,326.85,401.36,454.08
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp45,HadGEM2-CC,2040-2059,4116.46,1310.79,931.47,633.85,1237.64,2443.70,1671.91,488.39,386.62,392.57,318.63,239.90,185.85,217.20,254.38,375.92,422.24,439.48,481.91
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2811.59,716.88,676.25,622.99,794.84,1452.69,1357.74,259.62,200.14,234.90,233.92,230.87,192.08,204.70,226.20,238.20,265.69,290.95,280.75
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2469.92,559.56,586.95,576.16,750.38,1183.19,1292.02,189.21,158.68,192.65,196.78,207.15,183.91,179.26,212.99,246.80,261.92,241.66,231.73
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2307.59,578.86,539.63,508.47,681.81,1183.51,1125.05,203.64,173.10,197.41,180.34,171.75,161.73,174.66,180.81,208.12,236.72,236.97,218.26
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2745.50,931.30,661.00,399.79,753.15,1703.45,1041.43,325.05,294.30,288.39,204.73,167.88,125.36,122.19,158.34,205.70,268.07,294.08,312.21
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2367.11,852.73,532.55,311.21,669.15,1525.54,838.94,309.31,258.30,230.78,171.11,130.66,89.67,97.37,124.17,162.66,234.41,272.08,286.59
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2893.41,1046.44,635.47,375.90,836.57,1875.56,1020.35,376.96,280.90,294.54,207.21,133.72,100.90,114.16,160.84,226.24,284.50,325.84,387.61
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2833.46,1156.07,587.94,299.18,792.57,1962.32,874.16,441.97,308.23,288.71,188.18,111.05,83.26,91.31,124.61,195.57,268.36,328.64,403.57
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1665.23,552.61,354.31,266.19,494.49,991.57,676.73,203.02,156.13,151.04,113.76,89.51,74.09,80.09,112.01,143.80,177.24,173.46,191.08
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1978.79,903.53,443.05,190.21,524.21,1419.41,557.51,328.97,262.58,218.25,137.04,87.76,52.52,54.02,83.66,117.97,176.20,230.04,310.59
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2575.77,557.67,616.02,674.43,726.71,1177.75,1397.45,186.36,154.38,191.13,208.79,226.54,218.83,222.90,232.70,240.43,256.05,230.23,217.87
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1446.42,571.86,302.00,177.93,396.61,974.12,474.27,206.96,172.76,146.61,90.74,64.65,51.87,51.91,74.15,95.76,135.93,164.92,190.16
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1724.70,630.58,388.68,235.15,467.69,1120.23,601.45,228.73,195.10,175.50,124.37,88.81,72.79,70.91,91.44,112.53,164.97,190.20,209.35
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2531.02,992.39,644.83,304.78,589.09,1748.82,782.30,345.21,330.52,288.80,207.04,149.00,107.66,94.71,102.41,129.13,199.39,260.57,316.59
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3724.21,1310.54,825.22,478.28,1106.21,2371.34,1348.92,467.45,394.27,380.94,261.22,183.06,131.49,146.47,200.32,290.02,397.57,418.62,452.79
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1951.89,738.50,451.05,236.57,527.33,1307.88,644.67,269.54,207.84,216.29,149.96,97.15,66.42,70.91,99.24,134.75,181.05,211.53,259.56
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3305.35,805.43,782.03,645.01,1073.34,1729.23,1583.51,288.76,213.65,289.43,257.08,235.51,198.81,199.84,246.37,322.68,380.31,370.35,318.49
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2694.19,1091.04,554.18,287.66,758.81,1848.97,842.21,398.56,319.83,290.05,168.13,110.50,81.60,87.24,118.82,177.91,266.14,314.76,375.14
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1005.00,455.86,217.82,75.48,256.63,748.70,258.22,164.70,140.31,114.94,60.51,42.38,22.44,21.34,32.83,54.33,86.03,116.27,150.05
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3220.58,1096.05,772.78,454.98,894.96,2012.84,1207.25,390.25,326.54,331.78,250.79,190.20,128.60,139.68,186.70,240.67,321.39,350.42,381.07
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3272.20,1075.00,722.69,486.80,989.07,1988.35,1286.21,381.45,287.34,299.69,240.76,182.25,141.56,154.46,190.78,274.61,342.55,371.91,404.85
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3523.16,1343.00,787.76,393.02,997.70,2371.90,1152.17,486.86,392.15,383.74,234.02,170.01,112.97,116.27,163.77,243.91,345.24,408.56,465.67
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2027.47,900.13,467.48,198.62,555.41,1539.42,582.98,331.52,276.19,246.81,144.11,89.54,64.06,59.31,78.81,119.71,190.68,255.62,310.88
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2230.22,929.57,470.08,218.75,616.24,1561.65,671.76,324.64,272.54,229.98,146.85,93.25,65.33,62.39,91.02,137.52,222.24,256.47,327.97
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2402.82,879.83,546.55,298.06,678.81,1576.31,825.24,317.22,249.61,254.97,177.61,113.97,81.42,88.67,127.96,176.91,236.30,265.59,312.58
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1343.77,550.64,295.98,151.77,345.91,938.56,406.47,200.40,176.45,147.55,89.77,58.65,43.12,46.89,61.76,82.77,113.27,149.87,173.26
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3306.29,961.06,803.54,560.48,983.40,1879.35,1430.90,339.67,272.86,304.40,276.79,222.35,173.31,180.92,214.91,295.99,352.09,335.32,346.34
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1930.07,826.51,436.56,182.55,488.33,1398.16,536.68,297.04,257.99,218.71,129.85,87.99,56.31,53.54,72.70,102.94,163.20,222.20,267.60
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1635.39,675.63,359.78,167.40,430.97,1156.95,476.00,240.20,206.95,175.75,113.61,70.42,51.89,50.73,68.20,93.78,152.00,192.79,230.08
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2158.40,913.22,493.34,215.28,535.57,1556.16,601.84,319.30,280.02,242.29,154.39,96.66,68.28,63.62,83.39,112.49,177.40,245.68,314.90
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3412.31,950.66,852.07,652.86,954.08,1901.81,1505.86,323.55,276.47,314.27,283.39,254.41,197.24,213.49,242.13,271.05,327.54,355.48,353.29
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2978.97,846.56,692.38,500.60,935.21,1687.79,1284.27,310.32,222.09,282.57,226.96,182.84,146.56,153.70,200.34,273.83,326.99,334.38,318.37
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1455.94,444.19,326.72,240.53,466.95,856.99,600.75,191.95,155.95,156.84,110.53,78.23,70.63,73.52,96.39,125.14,164.67,177.14,180.08
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2335.06,711.13,550.60,399.87,671.61,1374.89,956.11,243.97,218.85,244.24,174.45,131.91,122.74,126.54,150.59,188.82,235.51,247.28,250.16
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1600.28,747.15,356.43,124.58,375.05,1207.11,397.30,285.58,226.21,186.61,103.72,66.10,35.51,36.81,55.87,81.17,125.46,177.29,256.56
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1698.80,637.11,362.36,212.56,487.97,1111.06,588.03,231.75,180.96,172.06,113.64,76.67,59.02,62.41,94.07,129.61,169.19,189.16,223.20
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp45,HadGEM2-CC,2040-2059,880.35,343.42,190.03,115.02,230.98,575.57,303.78,127.99,110.57,81.96,59.34,48.73,41.32,32.56,41.13,60.47,79.56,101.06,123.88
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1928.34,663.58,417.93,300.11,548.13,1182.99,745.41,243.59,191.93,186.26,132.66,99.01,86.87,87.48,125.76,154.10,192.19,201.84,226.65
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp45,HadGEM2-CC,2040-2059,4219.82,1165.60,1023.50,752.34,1278.78,2341.53,1881.15,407.79,333.31,390.87,343.86,288.76,227.24,238.16,286.95,389.13,450.92,438.73,424.11
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3548.45,1416.31,761.71,406.56,963.50,2395.09,1153.60,509.40,398.24,336.75,261.15,163.81,108.27,125.37,182.02,262.95,320.29,380.27,509.05
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1491.81,642.64,335.70,117.35,362.55,1058.88,377.11,250.09,206.39,170.17,98.13,67.40,36.10,34.88,46.37,74.42,124.48,170.20,232.89
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2665.55,732.31,645.07,521.36,768.08,1479.54,1187.90,255.93,222.43,258.70,214.56,171.81,161.13,168.92,191.31,227.49,267.23,273.35,263.82
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1893.51,877.24,429.23,148.13,441.76,1433.26,463.65,327.78,259.17,221.72,125.13,82.38,43.06,41.64,63.43,89.50,143.64,208.62,287.43
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp45,HadGEM2-CC,2040-2059,2536.00,497.73,556.80,651.17,830.76,1137.73,1399.83,173.93,136.34,169.39,196.77,190.64,195.72,214.57,240.88,264.68,293.34,272.74,211.19
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1829.29,623.86,372.90,287.77,546.64,1101.11,730.19,228.74,186.20,163.02,118.51,91.36,84.24,85.77,117.76,154.65,196.40,195.59,216.34
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3184.98,1029.09,699.64,443.46,1005.17,1936.88,1239.67,358.76,269.13,305.13,222.99,171.52,120.45,136.33,186.68,270.47,367.75,400.51,408.81
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp45,HadGEM2-CC,2040-2059,3405.40,1341.30,751.72,374.72,938.36,2321.07,1082.58,478.91,406.64,350.05,244.26,157.41,105.24,115.56,159.17,229.72,320.74,387.90,455.06
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp45,HadGEM2-CC,2040-2059,1515.55,558.34,337.66,183.95,396.42,961.43,494.52,216.22,181.36,156.29,102.31,79.07,56.50,56.60,74.78,96.87,134.64,164.92,199.93
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp45,HadGEM2-CC,2060-2079,1524.95,628.94,327.61,162.74,407.64,1077.25,450.15,227.10,189.41,169.93,97.07,60.62,48.27,51.34,63.14,89.58,137.21,180.85,210.44
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp45,HadGEM2-CC,2060-2079,1515.50,594.51,343.59,204.79,370.74,1019.30,494.19,220.58,184.33,158.94,117.05,75.55,61.57,64.44,78.78,91.16,122.70,156.89,200.68
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp45,HadGEM2-CC,2060-2079,3343.15,1172.71,761.38,432.82,970.15,2117.97,1214.65,427.39,350.12,341.51,252.30,167.57,116.42,131.47,184.93,269.60,344.66,355.89,401.27
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp45,HadGEM2-CC,2060-2079,1408.20,595.96,318.79,123.78,370.75,1011.82,398.10,212.58,174.59,152.41,102.54,63.84,40.93,41.22,58.96,82.59,127.89,160.27,207.71
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp45,HadGEM2-CC,2060-2079,3214.85,1205.83,796.66,388.06,893.19,2116.72,1107.01,475.07,359.78,374.75,270.51,164.91,112.12,121.39,160.62,252.36,317.55,376.84,428.43
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp45,HadGEM2-CC,2060-2079,4045.09,1266.57,942.57,631.29,1202.06,2383.38,1660.85,472.24,375.14,399.71,323.72,239.12,181.37,206.85,266.75,382.50,407.94,411.62,463.74
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2795.98,701.46,679.86,622.71,791.31,1429.98,1364.85,253.63,187.85,231.84,237.38,234.10,190.46,204.03,228.21,239.88,268.16,283.27,282.70
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2465.84,573.98,578.97,585.35,730.71,1185.62,1285.46,194.92,164.10,193.49,194.49,200.67,174.63,179.32,231.41,247.47,251.97,231.27,235.33
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2334.90,577.40,557.85,513.20,687.61,1187.83,1148.03,204.31,172.60,204.15,180.78,183.13,165.25,176.59,180.20,209.84,241.86,235.91,216.59
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2748.58,937.31,658.89,402.13,749.99,1710.20,1037.77,325.80,294.12,287.16,208.87,162.85,129.06,123.32,155.91,204.46,268.33,291.79,317.66
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2354.93,842.15,534.15,307.89,669.24,1524.10,828.17,299.27,252.23,237.76,173.07,123.31,91.16,97.23,119.50,161.95,235.02,272.27,292.16
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2849.06,1016.72,626.91,382.12,824.27,1827.24,1024.26,358.45,280.06,289.66,201.25,135.99,108.34,117.83,155.94,226.40,279.75,318.12,377.27
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2828.49,1125.18,603.64,317.65,784.23,1938.65,892.76,440.27,294.15,301.48,191.10,111.06,90.60,101.00,126.05,194.23,269.83,320.17,388.55
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp45,HadGEM2-CC,2060-2079,1692.49,554.88,373.67,275.52,490.76,1005.96,689.56,197.70,165.65,152.24,125.69,95.74,76.80,85.93,112.79,142.36,175.95,172.46,189.19
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp45,HadGEM2-CC,2060-2079,1965.64,879.74,448.33,197.98,521.20,1404.11,559.62,316.71,257.51,223.10,138.36,86.87,57.15,60.06,80.77,112.79,176.97,231.45,304.15
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2590.28,568.83,624.45,666.65,729.40,1194.35,1395.35,192.08,158.26,194.08,209.92,230.95,215.54,222.30,228.81,239.43,258.32,231.65,219.43
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp45,HadGEM2-CC,2060-2079,1445.56,573.76,307.97,173.27,392.57,985.54,462.02,206.47,171.71,150.43,97.69,59.85,50.23,52.50,70.55,92.16,136.74,163.67,193.57
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp45,HadGEM2-CC,2060-2079,1723.69,636.57,392.34,234.90,457.19,1127.42,593.18,230.25,193.69,181.13,122.35,88.86,73.30,72.12,89.49,110.74,158.68,187.78,215.31
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2547.67,1000.28,644.09,311.56,591.81,1759.55,788.22,349.89,327.07,288.17,209.55,146.37,112.35,98.03,101.18,127.38,202.92,261.52,323.24
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp45,HadGEM2-CC,2060-2079,3731.03,1282.88,852.84,502.05,1089.52,2337.38,1389.94,454.33,406.10,379.00,285.73,188.11,138.69,146.45,216.91,304.16,395.61,389.75,426.18
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp45,HadGEM2-CC,2060-2079,1954.95,728.08,449.79,244.18,534.43,1299.08,656.48,255.16,216.35,208.41,153.39,100.69,70.40,77.03,96.75,132.53,184.12,217.79,255.05
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp45,HadGEM2-CC,2060-2079,3283.83,802.28,777.73,669.13,1035.16,1694.75,1595.88,280.94,207.66,276.96,270.46,230.32,190.20,203.26,275.67,332.97,363.47,338.73,329.69
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp45,HadGEM2-CC,2060-2079,2700.92,1095.16,556.46,289.13,757.62,1852.41,845.46,398.68,315.47,280.99,180.25,109.27,80.77,90.37,117.99,179.92,267.14,310.56,383.56
